Songs & Artist,Streams,Daily,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,trend_alignment
Maroon 5 - Moves Like Jagger,"2,09,48,00,456 ","10,47,761 ",,,,,,,,,,,,,,,,,,,,,
Lady Gaga - Poker Face,"2,09,43,36,295 ","12,02,699 ",4n5JzES2KpFfBNPwvjuawI,Mini Pop Kids,Mini Pop Kids 6,Poker Face,8.0,238160.0,False,0.907,0.878,7.0,-6.316,1.0,0.058,0.501,0.0,0.0965,0.821,119.002,4.0,kids,0.9696386679719328
Harry Styles - Sign of the Times,"2,09,30,51,342 ","20,25,500 ",2UOtnKZNppcZ5dC8v2FS41,Nora En Pure,Sign of the Times,Sign of the Times,46.0,193403.0,False,0.537,0.782,11.0,-7.91,0.0,0.0801,0.276,0.841,0.132,0.057,125.999,4.0,deep-house,0.890151373480171
Pitbull - Timber,"2,08,84,49,378 ","8,82,040 ",4QyJAnEAZbAmu5OoSaTXRY,Mini Pop Kids,Mini Pop Kids 11,Timber,13.0,202153.0,False,0.633,0.948,8.0,-2.413,0.0,0.0785,0.262,0.0,0.0666,0.853,129.984,4.0,kids,0.8100360280858349
Billie Eilish - everything i wanted,"2,08,52,85,377 ","6,09,107 ",3ZCTVFBt2Brf31RLEnCkWJ,Billie Eilish,everything i wanted,everything i wanted,86.0,245425.0,False,0.704,0.225,6.0,-14.454,0.0,0.0994,0.902,0.657,0.106,0.243,120.006,4.0,electro,0.8552592974094922
50 Cent - In Da Club,"2,07,96,23,091 ","8,87,438 ",7iL6o9tox1zgHpKUfh9vuC,50 Cent,Get Rich Or Die Tryin',In Da Club,83.0,193466.0,True,0.899,0.713,6.0,-2.752,0.0,0.366,0.255,0.0,0.0708,0.777,90.051,4.0,hip-hop,0.5423489175953615
Coldplay - Fix You,"2,07,59,79,282 ","8,27,245 ",0J4sK2VO75cRSVoj0FokQn,Canyon City,Refuge,Fix You,60.0,261665.0,False,0.522,0.152,2.0,-14.996,1.0,0.0303,0.788,2.37e-05,0.148,0.133,144.055,4.0,acoustic,0.6053868718236453
Kings of Leon - Sex on Fire,"2,07,57,70,890 ","12,67,000 ",2u3RwIsOM8mc8g3w5CVeR6,Twinkle Twinkle Little Rock Star,Lullaby Versions of Kings of Leon,Sex on Fire,29.0,246813.0,False,0.295,0.0102,4.0,-24.041,1.0,0.0409,0.906,0.18,0.112,0.0417,144.034,4.0,children,0.5561097088944975
benny blanco - Eastside,"2,07,53,67,639 ","4,67,175 ",,,,,,,,,,,,,,,,,,,,,
Daniel Caesar - Best Part,"2,07,20,55,740 ","8,44,898 ",,,,,,,,,,,,,,,,,,,,,
MAGIC! - Rude,"2,06,95,85,484 ","9,71,669 ",6RtPijgfPKROxEzTHNRiDp,MAGIC!,Don't Kill the Magic,Rude,81.0,224840.0,False,0.773,0.758,1.0,-4.993,1.0,0.0381,0.0422,0.0,0.305,0.925,144.033,4.0,reggae,0.6222534502802167
The Neighbourhood - Daddy Issues,"2,06,91,29,214 ","8,21,960 ",5E30LdtzQTGqRvNd7l6kG5,The Neighbourhood,Wiped Out!,Daddy Issues,87.0,260173.0,False,0.588,0.521,10.0,-9.461,1.0,0.0329,0.0678,0.149,0.123,0.337,85.012,4.0,alt-rock,0.4918753673231212
Bruno Mars - Talking to the Moon,"2,05,70,24,927 ","11,59,751 ",161DnLWsx1i3u1JT05lzqU,Bruno Mars,Doo-Wops & Hooligans,Talking to the Moon,82.0,217866.0,False,0.498,0.59,1.0,-4.721,0.0,0.032,0.511,0.0,0.107,0.0784,145.867,4.0,pop,0.5996576226564402
Justin Bieber - What Do You Mean?,"2,05,68,17,280 ","6,94,324 ",,,,,,,,,,,,,,,,,,,,,
"Chappell Roan - Good Luck, Babe!","2,05,36,41,313 ","16,38,986 ",,,,,,,,,,,,,,,,,,,,,
"Bizarrap - Quevedo: Bzrp Music Sessions, Vol. 52/66","2,05,20,76,892 ","4,94,273 ",,,,,,,,,,,,,,,,,,,,,
Black Eyed Peas - I Gotta Feeling,"2,05,11,34,996 ","9,93,164 ",6KDNxqCFmCGu0yd27xvnSG,Black Eyed Peas,Обратно в клас - pop,I Gotta Feeling,1.0,289493.0,False,0.746,0.793,0.0,-5.725,1.0,0.0265,0.0519,0.0,0.421,0.656,127.973,4.0,dance,0.8578467788639846
Lana Del Rey - Young And Beautiful,"2,04,76,50,521 ","13,28,306 ",,,,,,,,,,,,,,,,,,,,,
Harry Styles - Adore You,"2,04,73,95,927 ","8,76,577 ",1pFOGFtQyqdlFgzmSVJ2fz,Prabh Gill,Adore You,Adore You,57.0,60000.0,False,0.708,0.631,9.0,-5.977,1.0,0.196,0.646,0.0,0.342,0.851,83.813,4.0,hip-hop,0.4811358069111864
Miguel - Sure Thing,"2,04,66,29,165 ","10,34,842 ",,,,,,,,,,,,,,,,,,,,,
Metallica - Enter Sandman,"2,04,20,98,291 ","11,29,940 ",5sICkBXVmaCQk5aISGR3x1,Metallica,Metallica,Enter Sandman,81.0,331266.0,False,0.577,0.828,6.0,-8.691,0.0,0.0298,0.00213,0.0114,0.0581,0.604,123.257,4.0,rock,0.9323479651563118
Ariana Grande - One Last Time,"2,04,13,39,711 ","8,25,676 ",7xoUc6faLbCqZO6fQEYprd,Ariana Grande,My Everything (Deluxe),One Last Time,83.0,197266.0,False,0.628,0.593,8.0,-5.036,1.0,0.0323,0.093,1.65e-06,0.096,0.104,125.026,4.0,dance,0.905569165850094
Ava Max - Sweet but Psycho,"2,04,05,58,821 ","6,58,401 ",7DnAm9FOTWE3cUvso43HhI,Ava Max,Heaven & Hell,Sweet but Psycho,81.0,187436.0,False,0.72,0.706,1.0,-4.719,1.0,0.0473,0.0684,0.0,0.166,0.62,133.002,4.0,dance,0.7744459206763216
Future - Mask Off,"2,03,89,66,638 ","5,58,542 ",0VgkVdmE4gld66l8iyGjgx,Future,FUTURE,Mask Off,83.0,204600.0,True,0.833,0.434,2.0,-8.795,1.0,0.431,0.0102,0.0219,0.165,0.281,150.062,4.0,hip-hop,0.551461854126722
Calvin Harris - Summer,"2,03,10,18,387 ","8,54,483 ",6YUTL4dYpB9xZO5qExPf05,Calvin Harris,Motion,Summer,82.0,222533.0,False,0.596,0.856,4.0,-3.556,0.0,0.0346,0.0211,0.0178,0.141,0.743,127.949,4.0,electro,0.8485688549075474
"Justin Timberlake - CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")","2,02,90,59,403 ","4,60,119 ",,,,,,,,,,,,,,,,,,,,,
Backstreet Boys - I Want It That Way,"2,02,83,19,759 ","8,65,249 ",47BBI51FKFwOMlIiX6m8ya,Backstreet Boys,Millennium,I Want It That Way,81.0,213306.0,False,0.689,0.694,6.0,-5.83,0.0,0.027,0.257,0.0,0.148,0.482,99.039,4.0,dance,0.6523239008046275
"Train - Hey, Soul Sister","2,02,64,96,056 ","6,52,495 ",4HlFJV71xXKIGcU3kRyttv,Train,"Save Me, San Francisco (Golden Gate Edition)","Hey, Soul Sister",82.0,216773.0,False,0.673,0.886,1.0,-4.44,0.0,0.0431,0.185,0.0,0.0826,0.795,97.012,4.0,rock,0.6252170361039499
Pitbull - Give Me Everything,"2,01,99,06,305 ","13,12,083 ",,,,,,,,,,,,,,,,,,,,,
Ed Sheeran - Shivers,"2,01,75,46,933 ","5,38,180 ",1euRAecw6xEwkt6lPXMbFP,Ed Sheeran,Today's Party Hits,Shivers,0.0,207853.0,False,0.788,0.859,2.0,-2.724,1.0,0.0856,0.281,0.0,0.0424,0.822,141.02,4.0,pop,0.6567004839836633
Maroon 5 - She Will Be Loved,"2,01,39,51,194 ","10,00,203 ",,,,,,,,,,,,,,,,,,,,,
Powfu - death bed (coffee for your head),"2,00,88,08,759 ","5,17,250 ",7eJMfftS33KTjuF7lTsMCx,Powfu;beabadoobee,death bed (coffee for your head),death bed (coffee for your head),83.0,173333.0,False,0.726,0.431,8.0,-8.765,0.0,0.135,0.731,0.0,0.696,0.348,144.026,4.0,sad,0.6219253349568122
Taylor Swift - Lover,"2,00,64,34,338 ","6,74,839 ",1dGr1c8CrMLDpV6mPbImSI,Taylor Swift,Lover,Lover,85.0,221306.0,False,0.359,0.543,7.0,-7.582,1.0,0.0919,0.492,1.58e-05,0.118,0.453,68.534,4.0,pop,0.3544761589038477
Bastille - Pompeii,"2,00,36,49,066 ","6,73,762 ",6fNhZRFEkBfgW39W3wKARJ,Bastille,Bad Blood,Pompeii,76.0,214147.0,False,0.679,0.715,9.0,-6.383,1.0,0.0407,0.0755,0.0,0.271,0.571,127.435,4.0,rock,0.8682258694648048
FloyyMenor - Gata Only,"2,00,25,44,727 ","11,39,378 ",,,,,,,,,,,,,,,,,,,,,
DNCE - Cake By The Ocean,"1,99,75,72,919 ","6,57,799 ",7L7bzcRyWlx9LbGMfjlZW0,Mini Pop Kids,Mini Pop Kids 14,Cake by the Ocean,9.0,215546.0,False,0.87,0.627,4.0,-6.315,0.0,0.0674,0.184,0.0,0.0561,0.961,119.012,4.0,kids,0.9699361002668446
Coldplay - Sparks,"1,98,95,73,280 ","17,25,492 ",4H9NJFIy7TaqtPqDPYOZvs,Papithbk;Stafford Beats,Sparks,Sparks,47.0,131146.0,False,0.805,0.241,2.0,-18.466,0.0,0.37,0.514,1.2e-05,0.15,0.387,131.94,4.0,sad,0.7190142551038124
Taylor Swift - Anti-Hero,"1,98,58,06,565 ","4,30,277 ",4CbKVDZkYKdv69I4bCaKUq,Skillet,Awake,Hero,72.0,186813.0,False,0.533,0.967,1.0,-2.543,1.0,0.0995,0.00791,0.0,0.336,0.782,142.018,4.0,alt-rock,0.6434996931618843
Steve Lacy - Dark Red,"1,98,03,77,290 ","8,97,995 ",,,,,,,,,,,,,,,,,,,,,
Nirvana - Come As You Are,"1,97,98,04,383 ","12,00,138 ",2RsAajgo0g7bMCHxwH3Sk0,Nirvana,Nevermind (Remastered),Come As You Are,79.0,218920.0,False,0.5,0.824,4.0,-5.846,0.0,0.0388,0.00016,0.00161,0.0916,0.539,120.125,4.0,alternative,0.9809732658190204
USHER - Yeah!,"1,97,88,38,948 ","10,32,258 ",,,,,,,,,,,,,,,,,,,,,
Childish Gambino - Redbone,"1,97,71,11,931 ","6,22,901 ",,,,,,,,,,,,,,,,,,,,,
Tate McRae - you broke me first,"1,97,30,20,097 ","5,14,166 ",45bE4HXI0AwGZXfZtMp8JR,Tate McRae,you broke me first,you broke me first,84.0,169265.0,True,0.667,0.373,4.0,-9.389,1.0,0.05,0.785,0.0,0.0906,0.0823,124.148,4.0,pop,0.9106141112929206
Billie Eilish - WILDFLOWER,"1,96,79,04,057 ","20,02,023 ",,,,,,,,,,,,,,,,,,,,,
Imagine Dragons - Enemy,"1,96,54,45,812 ","5,32,599 ",5o1QZzfsboTlxhoAPR36LA,Arc North;Meric Again;Fallen Roses,Enemy,Enemy,53.0,140000.0,False,0.622,0.856,11.0,-4.185,0.0,0.201,0.0514,0.0,0.225,0.192,96.309,4.0,edm,0.6162074104178374
Carly Rae Jepsen - Call Me Maybe,"1,95,74,74,973 ","9,92,313 ",20I6sIOMTCkB6w7ryavxtO,Carly Rae Jepsen,Kiss,Call Me Maybe,80.0,193400.0,False,0.783,0.58,7.0,-6.548,1.0,0.0408,0.0114,2.28e-06,0.108,0.66,120.021,4.0,electro,0.9896239638463056
System Of A Down - Chop Suey!,"1,95,72,87,387 ","9,86,917 ",2DlHlPMa4M17kufBvI2lEN,System Of A Down,Toxicity,Chop Suey!,83.0,210240.0,False,0.417,0.934,7.0,-3.908,0.0,0.119,0.000278,0.0015,0.132,0.287,127.066,4.0,metal,0.864746202755232
Red Hot Chili Peppers - Californication,"1,95,68,79,517 ","10,31,555 ",48UPSzbZjgc449aqz8bxox,Red Hot Chili Peppers,Californication (Deluxe Edition),Californication,82.0,329733.0,False,0.592,0.767,9.0,-2.788,0.0,0.027,0.0021,0.00165,0.127,0.328,96.483,4.0,alt-rock,0.6160558878699046
R.E.M. - Losing My Religion,"1,95,60,42,758 ","10,87,708 ",31AOj9sFz2gM0O3hMARRBx,R.E.M.,Out Of Time (25th Anniversary Edition),Losing My Religion,84.0,268426.0,False,0.666,0.855,9.0,-5.051,0.0,0.0295,0.179,1.2e-06,0.0987,0.803,125.639,4.0,indie-pop,0.8953275604525387
BeyoncÃ© - Halo,"1,94,44,86,917 ","6,56,297 ",4lu6zYkghmAlCnDcgKqJcY,Mia Carrera,Halo,Halo,60.0,210583.0,False,0.407,0.114,9.0,-25.778,1.0,0.0499,0.989,0.943,0.0985,0.0614,114.752,4.0,piano,0.6713484153970353
Taylor Swift - cardigan,"1,94,28,18,051 ","8,38,672 ",14MGlCeQzAJj3EeznSGeEC,Taylor Swift,Autumn Vibes 2022,cardigan,0.0,239560.0,False,0.612,0.58,0.0,-8.572,0.0,0.0419,0.525,0.000414,0.26,0.534,130.045,4.0,pop,0.8212580346477732
ABBA - Dancing Queen,"1,94,19,18,879 ","8,90,058 ",0GjEhVFGZW8afUYGChu3Rr,ABBA,Arrival,Dancing Queen,83.0,230400.0,False,0.543,0.87,9.0,-6.514,1.0,0.0428,0.358,0.000939,0.792,0.754,100.804,4.0,swedish,0.6758251062818519
Offset - Ric Flair Drip,"1,94,06,26,746 ","5,41,183 ",,,,,,,,,,,,,,,,,,,,,
The Script - Hall of Fame,"1,93,97,14,905 ","7,41,506 ",0FB5ILDICqwK6xj7W1RP9u,The Script,#3 Deluxe Version,Hall of Fame,60.0,201093.0,False,0.511,0.872,10.0,-4.414,1.0,0.0491,0.0807,0.0,0.0975,0.511,84.953,4.0,rock,0.4916058304477155
Kanye West - Heartless,"1,93,93,26,604 ","10,33,989 ",6fUyCEJju5st7aDoN1nDN0,Miles Away;braev,Heartless,Heartless,41.0,234324.0,False,0.467,0.644,6.0,-4.792,0.0,0.0382,0.182,0.0,0.0945,0.308,148.049,4.0,dubstep,0.5742300738159242
Lil Tecca - Ransom,"1,93,05,88,025 ","5,58,946 ",,,,,,,,,,,,,,,,,,,,,
Ariana Grande - Into You,"1,92,75,87,735 ","10,58,571 ",76FZM38RC8XaAjJ77CVTNe,Ariana Grande,Dangerous Woman,Into You,76.0,244453.0,False,0.623,0.734,9.0,-5.95,1.0,0.107,0.0162,1.9e-06,0.145,0.372,107.853,4.0,dance,0.7779573565841673
Katy Perry - Dark Horse,"1,92,71,88,397 ","7,70,627 ",4jbmgIyjGoXjY01XxatOx6,Katy Perry;Juicy J,PRISM,Dark Horse,78.0,215672.0,False,0.647,0.585,6.0,-6.123,1.0,0.0512,0.00314,0.0,0.165,0.353,131.934,4.0,dance,0.793391943392356
Khalid - Young Dumb & Broke,"1,92,29,94,959 ","7,60,072 ",,,,,,,,,,,,,,,,,,,,,
Milky Chance - Stolen Dance,"1,91,85,63,974 ","7,74,618 ",34xGLuxM0rkxhCVyMSqwJO,Milky Chance,Sadnecessary,Stolen Dance,80.0,313684.0,False,0.884,0.581,11.0,-8.813,1.0,0.0378,0.427,0.000206,0.0759,0.728,114.016,4.0,german,0.8743320346428866
Eurythmics - Sweet Dreams (Are Made of This),"1,91,81,49,722 ","8,20,064 ",2302lUwfZ4S4dVyPOCDFnQ,Marilyn Manson,Smells Like Children,Sweet Dreams (Are Made Of This),70.0,293293.0,False,0.392,0.642,8.0,-5.267,1.0,0.0326,0.0048,0.486,0.296,0.129,92.698,4.0,industrial,0.574311370731982
Justin Bieber - Peaches,"1,91,58,16,745 ","5,17,778 ",3mZLiEDAHIjZ8ms5Lxq33F,Diljit Dosanjh,Drive Thru,Peaches,74.0,189176.0,False,0.663,0.478,4.0,-7.265,0.0,0.185,0.095,0.0,0.0705,0.341,85.264,4.0,pop-film,0.4953676691920025
Hozier - Too Sweet,"1,91,30,25,524 ","12,88,432 ",,,,,,,,,,,,,,,,,,,,,
Mitski - My Love Mine All Mine,"1,91,10,21,028 ","9,21,072 ",,,,,,,,,,,,,,,,,,,,,
Coldplay - Hymn for the Weekend,"1,90,82,16,331 ","6,95,582 ",3RiPr603aXAoi4GHyXx0uy,Coldplay,A Head Full of Dreams,Hymn for the Weekend,85.0,258266.0,False,0.491,0.693,0.0,-6.487,0.0,0.0377,0.211,6.92e-06,0.325,0.412,90.027,4.0,pop,0.5449216272735484
Sam Smith - Unholy,"1,90,65,84,124 ","4,08,044 ",4UakxquolP3wxEBvHfN80D,creamy;untrusted;11:11 Music Group,unholy,unholy,26.0,144732.0,False,0.814,0.341,10.0,-10.316,1.0,0.0467,0.0626,0.0,0.165,0.517,130.891,4.0,sad,0.8006438534228175
Panic! At The Disco - High Hopes,"1,90,58,10,630 ","5,47,225 ",1rqqCSm0Qe4I9rUvWncaom,Panic! At The Disco,Pray for the Wicked,High Hopes,81.0,190946.0,False,0.579,0.904,5.0,-2.729,1.0,0.0618,0.193,0.0,0.064,0.681,82.014,4.0,rock,0.4623185822561952
Post Malone - Wow.,"1,90,55,36,492 ","3,45,572 ",3qPXWPkEZgUhUgPifbE99z,Tiësto,WOW,WOW,61.0,148125.0,False,0.6,0.99,6.0,-3.016,1.0,0.337,0.00116,0.52,0.124,0.192,127.954,4.0,trance,0.8443060985110298
Evanescence - Bring Me To Life,"1,90,51,34,800 ","15,54,349 ",0COqiPhxzoWICwFCS4eZcp,Evanescence,Fallen,Bring Me To Life,82.0,235893.0,False,0.331,0.943,4.0,-3.188,0.0,0.0698,0.00721,2.06e-06,0.242,0.296,94.612,4.0,alternative,0.594349430643419
Sia - Unstoppable,"1,90,37,58,526 ","8,57,009 ",1yvMUkIOTeUNtNWlWRgANS,Sia,This Is Acting (Deluxe Version),Unstoppable,82.0,217746.0,False,0.468,0.779,9.0,-4.839,1.0,0.0779,0.112,0.000373,0.101,0.26,173.799,4.0,dance,0.343337222348209
XXXTENTACION - Everybody Dies In Their Nightmares,"1,90,35,24,895 ","2,84,931 ",3GVkPk8mqxz0itaAriG1L7,XXXTENTACION,17,Everybody Dies In Their Nightmares,85.0,95466.0,True,0.734,0.57,7.0,-7.066,0.0,0.133,0.847,2.14e-05,0.112,0.689,129.953,4.0,hip-hop,0.8252725006774301
XXXTENTACION - Revenge,"1,90,33,39,856 ","5,43,343 ",5TXDeTFVRVY7Cvt0Dw4vWW,XXXTENTACION,17,Revenge,87.0,120026.0,True,0.746,0.251,11.0,-16.169,0.0,0.259,0.782,0.00203,0.106,0.18,139.999,4.0,emo,0.6467351415847268
Red Hot Chili Peppers - Under the Bridge,"1,90,31,42,797 ","9,48,554 ",3d9DChrdc6BOeFsbrZ3Is0,Red Hot Chili Peppers,Blood Sugar Sex Magik (Deluxe Edition),Under the Bridge,82.0,264306.0,False,0.559,0.345,4.0,-13.496,1.0,0.0459,0.0576,0.000105,0.141,0.458,84.581,4.0,metal,0.4825072142453463
Marshmello - Silence,"1,90,02,33,677 ","2,93,669 ",7vGuf3Y35N4wmASOKLUVVU,Marshmello;Khalid,Silence,Silence,81.0,180822.0,False,0.52,0.761,4.0,-3.093,1.0,0.0853,0.256,4.96e-06,0.17,0.286,141.971,4.0,house,0.6454068627794851
Bruno Mars - Grenade,"1,90,02,18,652 ","8,64,768 ",,,,,,,,,,,,,,,,,,,,,
Rihanna - Diamonds,"1,89,93,70,342 ","7,38,933 ",4TA48C6sa3lRrr2hHFbePR,Martin Garrix;Julian Jordan;Tinie Tempah,Diamonds,Diamonds,54.0,205560.0,True,0.738,0.926,8.0,-6.089,1.0,0.0992,0.0124,0.0144,0.1,0.419,125.033,4.0,progressive-house,0.910116102748902
One Direction - Story of My Life,"1,89,74,32,431 ","7,63,899 ",4nVBt6MZDDP6tRVdQTgxJg,One Direction,Midnight Memories (Deluxe),Story of My Life,83.0,245493.0,False,0.6,0.663,3.0,-5.802,1.0,0.0477,0.225,0.0,0.119,0.286,121.07,4.0,pop,0.976893554476692
Bad Bunny - Ojitos Lindos,"1,89,71,13,774 ","8,41,186 ",3k3NWokhRRkEPhCzPmV8TW,Bad Bunny;Bomba Estéreo,Un Verano Sin Ti,Ojitos Lindos,95.0,258298.0,False,0.647,0.686,3.0,-5.745,0.0,0.0413,0.08,1.34e-06,0.528,0.268,79.928,4.0,latin,0.4451499195782482
Rihanna - Stay,"1,89,70,75,694 ","9,66,254 ",6uBhi9gBXWjanegOb2Phh0,Zedd;Alessia Cara,Stay,Stay,76.0,210090.0,False,0.69,0.622,5.0,-5.025,0.0,0.0622,0.253,0.0,0.116,0.544,102.04,4.0,techno,0.6918497125382272
Bruno Mars - 24K Magic,"1,89,41,03,689 ","7,72,906 ",4vD9Wlh2VV52kFjt5rtHFz,Kidz Bop Kids,Halloween Party Canzoni per Bambini 2022,24K Magic,0.0,177226.0,False,0.849,0.745,8.0,-5.975,1.0,0.087,0.0414,0.0,0.388,0.674,106.968,4.0,children,0.7642980120859113
SZA - Snooze,"1,89,31,47,040 ","10,59,798 ",,,,,,,,,,,,,,,,,,,,,
XXXTENTACION - Hope,"1,89,07,25,442 ","5,67,424 ",2ZRo7axmMPeSVUvDbGkJah,XXXTENTACION,?,Hope,86.0,110886.0,True,0.592,0.457,9.0,-6.081,0.0,0.0603,0.661,0.000331,0.146,0.225,146.04,4.0,emo,0.5984201476836856
Rihanna - Needed Me,"1,88,83,53,573 ","6,18,719 ",,,,,,,,,,,,,,,,,,,,,
Clean Bandit - Symphony,"1,88,49,89,125 ","7,91,001 ",5xsOvbyD4XvvNQqQC6U4Wa,Sick Individuals;Nevve,Symphony,Symphony,45.0,202148.0,False,0.514,0.888,3.0,-3.796,1.0,0.0698,0.0374,6.42e-05,0.123,0.183,127.82,4.0,progressive-house,0.8520642368285702
Ariana Grande - we can't be friends (wait for your love),"1,88,46,16,902 ","12,61,790 ",,,,,,,,,,,,,,,,,,,,,
P!nk - Just Give Me a Reason,"1,88,35,08,478 ","9,23,222 ",,,,,,,,,,,,,,,,,,,,,
Maroon 5 - Animals,"1,88,30,62,430 ","10,15,841 ",3h4T9Bg8OVSUYa6danHeH5,Maroon 5,V (Asia Tour Edition),Animals,70.0,231013.0,False,0.279,0.742,4.0,-6.46,0.0,0.0898,0.000185,0.0,0.593,0.328,189.868,4.0,pop,0.2491240250022398
Clean Bandit - Rockabye,"1,88,26,87,968 ","7,31,295 ",4S5LBQbKGxsBOx6oONwaEq,Clean Bandit;Sean Paul;Anne-Marie,Cardio Tracks,Rockabye,4.0,250456.0,True,0.724,0.759,9.0,-3.996,0.0,0.0544,0.411,0.0,0.437,0.765,101.943,4.0,edm,0.6887621173512378
Kendrick Lamar - Not Like Us,"1,88,02,07,455 ","10,10,601 ",,,,,,,,,,,,,,,,,,,,,
Cardi B - I Like It,"1,88,01,76,867 ","6,01,137 ",58q2HKrzhC3ozto2nDdN4z,Cardi B;Bad Bunny;J Balvin,Invasion of Privacy,I Like It,79.0,253390.0,True,0.816,0.726,5.0,-3.998,0.0,0.129,0.099,0.0,0.372,0.65,136.048,4.0,dance,0.7275261538588488
Britney Spears - Toxic,"1,87,86,88,530 ","9,71,952 ",4faDlXyZMSxEuxBdd5gDIz,AP Dhillon;Intense,Toxic,Toxic,69.0,184102.0,False,0.802,0.737,9.0,-4.306,1.0,0.0432,0.309,0.0,0.0815,0.577,116.955,4.0,pop,0.9194823301961424
Travis Scott - BUTTERFLY EFFECT,"1,87,84,75,347 ","3,90,405 ",2cYqizR4lgvp4Qu6IQ3qGN,Travis Scott,ASTROWORLD,BUTTERFLY EFFECT,79.0,190557.0,False,0.763,0.628,11.0,-5.85,1.0,0.05,0.0531,0.0,0.114,0.193,140.958,4.0,house,0.6623360366035527
Luis Fonsi - Despacito,"1,87,74,55,239 ","2,43,927 ",6habFhsOp2NvshLv26DqMb,Luis Fonsi;Daddy Yankee,VIDA,Despacito,80.0,229360.0,False,0.655,0.797,2.0,-4.787,1.0,0.153,0.198,0.0,0.067,0.839,177.928,4.0,pop,0.3161260758660249
Nelly Furtado - Promiscuous,"1,87,63,60,626 ","12,84,968 ",2gam98EZKrF9XuOkU13ApN,Nelly Furtado;Timbaland,Loose,Promiscuous,82.0,242293.0,False,0.808,0.97,10.0,-6.098,0.0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4.0,latin,0.8849995016359328
Pitbull - Time of Our Lives,"1,87,42,77,012 ","10,13,341 ",,,,,,,,,,,,,,,,,,,,,
Creedence Clearwater Revival - Fortunate Son,"1,86,79,91,662 ","6,93,078 ",4BP3uh0hFLFRb5cjsgLqDh,Creedence Clearwater Revival,Willy And The Poor Boys (Expanded Edition),Fortunate Son,82.0,140773.0,False,0.64,0.663,0.0,-7.516,1.0,0.0374,0.201,0.00806,0.152,0.663,132.77,4.0,country,0.7801116108020728
Eminem - Godzilla,"1,86,75,54,264 ","4,83,680 ",,,,,,,,,,,,,,,,,,,,,
Red Hot Chili Peppers - Can't Stop,"1,86,33,15,707 ","13,69,467 ",3ZOEytgrvLwQaqXreDs2Jx,Red Hot Chili Peppers,By the Way (Deluxe Edition),Can't Stop,82.0,269000.0,False,0.618,0.938,9.0,-3.442,1.0,0.0456,0.0179,0.0,0.167,0.875,91.455,4.0,metal,0.5586097637500199
Dr. Dre - Still D.R.E.,"1,85,91,16,543 ","6,64,825 ",503OTo2dSqe7qk76rgsbep,Dr. Dre;Snoop Dogg,2001,Still D.R.E.,84.0,270586.0,True,0.816,0.775,11.0,-3.323,1.0,0.234,0.16,0.00031,0.0543,0.527,93.431,4.0,hip-hop,0.580831720806082
Trevor Daniel - Falling,"1,85,85,13,937 ","3,72,595 ",0Aqi7ArnBrGblW5T6p2jmD,Trevor Daniel,Nicotine,Falling,79.0,159381.0,False,0.785,0.431,10.0,-8.756,0.0,0.0364,0.123,0.0,0.0887,0.236,127.085,4.0,pop,0.869013150486229
Lady Gaga - Always Remember Us This Way,"1,85,52,31,251 ","8,76,113 ",,,,,,,,,,,,,,,,,,,,,
d4vd - Romantic Homicide,"1,85,46,57,376 ","6,46,254 ",,,,,,,,,,,,,,,,,,,,,
Taylor Swift - Shake It Off,"1,84,78,34,980 ","7,48,545 ",03vN549znW8wt9fRCsR9B3,Mini Pop Kids,Mini Pop Kids 12,Shake It Off,10.0,219000.0,False,0.776,0.715,7.0,-7.877,1.0,0.128,0.00572,1.33e-06,0.272,0.961,160.018,4.0,kids,0.4524151223753607
Dua Lipa - IDGAF,"1,84,67,24,050 ","3,47,153 ",76cy1WJvNGJTj78UqeA5zr,Dua Lipa,Dua Lipa (Deluxe),IDGAF,80.0,217946.0,True,0.836,0.544,7.0,-5.975,1.0,0.0943,0.0403,0.0,0.0824,0.51,97.028,4.0,dance,0.6266655383351927
Kendrick Lamar - LOVE. FEAT. ZACARI.,"1,84,54,17,908 ","6,43,686 ",,,,,,,,,,,,,,,,,,,,,
Rema - Calm Down,"1,84,47,53,066 ","5,76,848 ",6BRtWlr1VmsiPjIFnvg9Qv,Krewella,New World Pt. 1,Calm Down,47.0,190077.0,True,0.708,0.475,1.0,-6.402,0.0,0.0403,0.229,1.17e-05,0.0465,0.162,124.846,4.0,dub,0.913993333661944
One Direction - What Makes You Beautiful,"1,84,38,53,475 ","8,05,122 ",4cluDES4hQEUhmXj6TXkSo,One Direction,Up All Night,What Makes You Beautiful,84.0,199986.0,False,0.726,0.787,4.0,-2.494,1.0,0.0737,0.009,0.0,0.0596,0.888,124.99,4.0,pop,0.882138497039155
Ariana Grande - Side To Side,"1,84,22,86,291 ","7,46,413 ",44ONERBHALxftQNWq6dmyd,Ariana Grande;Nicki Minaj,Dangerous Woman,Side To Side,76.0,226160.0,True,0.65,0.736,6.0,-5.84,0.0,0.229,0.0513,0.0,0.235,0.612,159.174,4.0,dance,0.4602070209129869
